id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
UgyMuj5QnEqnd_-qZTl4AaABAg,SheenSenseBulldozer,1 day ago,1527758416715,"Can anybody help me out? I am trying to combine data sets using the code: data.combined <- rbind(train, test.survived)
I'm getting this error, and I've checked my file names and am confused. data.combined <- rbind(train, test.survived)
Error in match.names(clabs, names(xi)) : 
  names do not match previous names

Thanks!",0,false,0,,,,,,
UgxC9f1X2oRwgy2f2Wh4AaABAg,aperxmim,1 day ago,1527758416726,"i do not know if you ever mentioned that the passengerid variable was not included in both datasets(test & train). The users must remove passengerid variable from the test.csv and train.csv, but I would make a copy of both datasets before proceeding.",0,false,0,,,,,,
UgyGAjB9Ryqbzg538pB4AaABAg,Gregory Laskaris,4 days ago,1527499216761,"Greetings from Greece. Congratulations, very nice lectures. Allow me to point that you don't need ""which"" in front of str_detect. It is redundant. Actually you don't need str_detect. Just use grep.",0,false,0,,,,,,
UgwCkQeXxun-Rw9MMjZ4AaABAg,rahul chaudhary,4 days ago,1527499216770,"Thanks for the very informative series, I am a complete newbie to R and Data analytics and learning purely for my own pleasure. I need one help if you could, I have extracted titles (Miss., Mr.) etc but it is not in order. In combined first 3 should be Mr., Mrs., Miss but I am getting Mr.,Mr.,Miss.
used this code
NameTitles <- function(Name){
  name <- as.character(Name)
  if (length(grep(""Miss."",Name))> 0){
    return(""Miss."")
  } else if (length(grep(""Master."",Name))> 0){
    return(""Master."")
  } else if (length(grep(""Mr."",Name))> 0){
    return(""Mr."")
  } else if (length(grep(""Mrs."",Name))> 0){
    return(""Mrs."")
  } else {
    return(""Other"")
  }
}

for(i in 1:nrow(data.combined)){
  titles <- c(titles, NameTitles(data.combined[i, ""Name""]))
}
data.combined$title <- as.factor(titles)",0,false,0,,,,,,
UgydgR9u7EJA8grNnml4AaABAg,Gregory Laskaris,4 days ago,1527499216775,Something's wrong with both of the data sets. I get NAs,0,false,0,,,,,,
Ugy1HcUN5CMisI8difZ4AaABAg,Shishir Pandey,1 week ago,1527240016786,You have shared an awesome stuff! The way you have explained was just exceptional!I wonder if you can share more use cases and different scenarios which will help much! Thanks again and super show ✓,0,false,0,,,,,,
Ugx4HvlQ1wqj-h2Sard4AaABAg,Rohit Ramesh,1 week ago,1527240016821,"Please note that you will run into an error given below:

data.combined <- rbind(train, test.survived)
Error in match.names(clabs, names(xi)) : 
  names do not match previous names

So use
test.survived <- data.frame(Survived = rep(""None"", nrow(test)), test[,]) 
instead of 
test.survived <- data.frame(survived = rep(""None"", nrow(test)), test[,])",0,true,2,,,,,,
,,,,,,,,Ugx4HvlQ1wqj-h2Sard4AaABAg.8gZUofG9vI48gt54WIqkKE,SheenSenseBulldozer,1 day ago,1527758417298,How do I solve this issue?,0
,,,,,,,,Ugx4HvlQ1wqj-h2Sard4AaABAg.8gZUofG9vI48guWGyk6Kql,Rohit Ramesh,23 hours ago,1527762017308,"Use
test.survived <- data.frame(Survived = rep(""None"", nrow(test)), test[,]) 
instead of 
test.survived <- data.frame(survived = rep(""None"", nrow(test)), test[,])

Basically, all the feature names (column names) are supposed to be starting with an uppercase letter. At the time of making this video the data set had it starting with lowercase but it got changed later.",0
UgxRPK-t5hQHDc9UmNt4AaABAg,john kevin,1 week ago,1527240016834,"Its very nice and good video...

https://bit.ly/2FZKOMg",0,false,0,,,,,,
