id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
Ugzw90v-85066wdX7VZ4AaABAg,ManuAlvarado22,1 day ago,1527758163013,"I barely understand what i am doing, but i tried SVC and GaussianNB apart from the decision tree, and the GaussianNB model is definitely the one that conviced me the most.

For example, it says that someone is a man (in my case an alien) even though in the dataset its label was female (human in my case). And i think this is pretty cool.

But, one thing that calls my attention is that shoe size seems to be pretty determinant here, and i do not quite like it. I guess it is because of the x's data.

Really cool. Thank you so much for this video!",0,false,0,,,,,,
UgzTvWZ28Eb3NPtFCVV4AaABAg,Sacramento Pérez,6 days ago,1527326163025,"Hello Siraj, I would like to ask you something. To get a job, do you think professional experience and projects on Github are more valuable to employers than academic degrees? What do you think?",0,false,0,,,,,,
UgxuYMq1-oHFveMLGkx4AaABAg,Amit Agarwal,1 week ago,1527239763039,Fuck data science. Fuck my family. And fuck google.,0,false,0,,,,,,
UgxZjjUbeQT-xtu4YhN4AaABAg,Luis Ramirez,1 week ago,1527239763049,Need help. I can’t install the scikit (windows). I've already installed PIP on the cmd but I don’t know how to install this,0,false,0,,,,,,
UgwiGkxZB0pSHaeC9kR4AaABAg,Vignesh Kannan,1 week ago,1527239763058,"Hey, just a quick question, is there a problem if we use packages like anaconda?",0,false,0,,,,,,
UgwtZ37YVhxA7LpE-xF4AaABAg,Pikesh Patel,1 week ago,1527239763066,You are amazing.,0,false,0,,,,,,
Ugwh2vlXAeT_dpb304h4AaABAg,Axion,1 week ago,1527239763074,"Lol who's that guy  in the small pic at 3:20?
Love the vid by the way",0,false,0,,,,,,
UgxXlbmBsoN397kHjNx4AaABAg,Android Reaper,2 weeks ago,1526634963081,"Hey, how's it going,
Thanks been watching your videos, recently have time started this by following your 3 months course for ML,
Thanks, have been a great help, as for the 3 models here's the link,
https://github.com/vision72/Identify-Gender",0,false,0,,,,,,
Ugy-uM2vMMrRRIZcmcV4AaABAg,Ruicheng Xu,2 weeks ago,1526634963088,"I think some dependencies changed, if you want to get it to work today you need to pip install numpy and scipy.",0,false,0,,,,,,
Ugzn60rnMLXbFVQMObB4AaABAg,Govind Mantri,2 weeks ago,1526634963095,"I think output is wrong , value which you pass for prediction is Female not  male",0,false,0,,,,,,
UgyYBn2VCaJ4fl2NBSd4AaABAg,Eli Gibbons,2 weeks ago,1526634963101,"I'm really confused with getting the sublime script to run from the terminal and installing dependencies. Whenever I type python in the terminal it says ""'python' is not recognized as an internal or external command, operable program or batch file.""
Idk if this has something to with windows, wrong version of python or me just being an idiot, but I have no clue what to do!",0,false,0,,,,,,
UgwWHWNZguYFqLRoqOx4AaABAg,Punit Sharma,2 weeks ago,1526634963108,Can i learn python but in only know about java (core),0,false,0,,,,,,
UgyNp65e4z-I6WiWlQh4AaABAg,Lorenz Web,2 weeks ago,1526634963114,"#[height,weight,shoe size]
X = [[181,80,44], [177,70,43], [160,60,38], [154,54,37], [166,65,40], [190,90,47], [175,64,39], [177,70,40], [159,68,38], [171,75,42], [181,85,43]]

# THIS IS ANOTHER VARIABLE THAT WILL STORE A LIST OF LABELS, they are written as strings - meaning text instead of numbers
Y = ['male', 'female', 'female', 'female', 'male', 'male', 'male', 'female', 'male', 'female', 'male',]",0,false,0,,,,,,
UgxO5DMdT8WR9RghFjV4AaABAg,Technology Specialists,3 weeks ago,1526030163122,"Good & Engaging Tutorial but Siraj you forget to install scipy as well
using 
pip install scipy
But still good Tutorial!",1,false,0,,,,,,
UgxI3uHYEeVxyARjnlJ4AaABAg,Seyit İlktürk,3 weeks ago,1526030163131,"I love you, Siraj Raval!",0,false,0,,,,,,
UgxTrD030IijQAQlPsB4AaABAg,Learn To Master,3 weeks ago,1526030163136,"Nice tutorial, Siraj. Had to adjust the commands in install dependencies / setting up the environment for latest version of Python: pip3 install -U pip
 pip3 install -U scikit-learn 
 and new ones:
 pip3 install numpy
pip3 install scipy 
and to run:
 python3 demo.py

Tree: Male; K Nearest Neighbour: Female; Logistic Regression: Female",0,false,0,,,,,,
UgxFNSnJtMO7tqikEBh4AaABAg,franean,4 weeks ago,1525425363143,"Hello, I have tried the code but every time I get a different prediction result. I keep getting 'male' and 'female' alternatively. Why is it so?",0,false,0,,,,,,
Ugy1n6DNklqU1bFRqy94AaABAg,William Caisido,1 month ago,1525166163156,Just tried this exactly as you wrote it and it gave me 'female'  -_-,0,true,1,,,,,,
,,,,,,,,Ugy1n6DNklqU1bFRqy94AaABAg.8fiNOq_lLWr8gpmK4OlsCv,Chinmay Swami,2 days ago,1527671763563,Run it multiple times. I got Male for first few runs then I got female for next and again male. It might be the case that the model is not robust as the data set used to train is quite small,0
UgzZoUMtfkPrxYxeuzZ4AaABAg,ravi tanwar,1 month ago,1525166163172,dependency not installing ?>.,0,false,0,,,,,,
UgyYdQYUNKfexLiNwjV4AaABAg,Ayushi Jain,1 month ago,1525166163180,"I tried in total 6 classifiers, wherein I modified the code in such a way that it prints out all the classifiers that have got the maximum accuracy and not just one ( unlike argmax functionality) 
Github link : https://github.com/Ayushijain09/Gender_Classification_Challenge.git",0,false,0,,,,,,
Ugxq5gbtRin79yKFVWh4AaABAg,sudhindra srinivas,1 month ago,1525166165048,This energy in his videos is amazing!,0,false,0,,,,,,
Ugw8xEhCn-wjZaJJPcB4AaABAg,Riteekesh Dutta,1 month ago,1525166165056,"Hey, can i use jupyter notebooks for scripting python?",0,false,0,,,,,,
UgzgIBJxHdPGwFncPEx4AaABAg,Pablo Antonio,1 month ago,1525166165106,"I used the Gaussian, MLP and SVC and I got Male Female interchanged. For this case i think the linear SVC is best. Just my opinion

from sklearn import tree
from sklearn.neural_network import MLPClassifier
from sklearn.svm import SVC
from sklearn.naive_bayes import GaussianNB

clf1 = tree.DecisionTreeClassifier()
clf2 = SVC(kernel=""linear"", C=0.025)
clf3 = MLPClassifier(alpha=1)
clf4 = GaussianNB()


# CHALLENGE - create 3 more classifiers...
# 1
# 2
# 3

# [height, weight, shoe_size]
X = [[181, 80, 44], [177, 70, 43], [160, 60, 38], [154, 54, 37], [166, 65, 40],
     [190, 90, 47], [175, 64, 39],
     [177, 70, 40], [159, 55, 37], [171, 75, 42], [181, 85, 43]]

Y = ['male', 'male', 'female', 'female', 'male', 'male', 'female', 'female',
     'female', 'male', 'male']

clf1 = clf1.fit(X, Y)
clf2 = clf2.fit(X,Y)
clf3 = clf3.fit(X,Y)
clf4 = clf4.fit(X,Y)

score = clf1.score(X,Y)

print(score)

predict1 = clf1.predict([[180, 120, 39]])
predict2 = clf1.predict([[180, 120, 45]])
predict3 = clf3.predict([[190, 120, 54]])
predict4= clf4.predict([[190, 120, 54]])

print(predict1)
print(predict2)
print(predict3)
print(predict4)",0,false,0,,,,,,
UgyMwylAEErqwP98eal4AaABAg,Curious Coder,1 month ago,1525166165115,"Hey everyone!  For anyone who was silly enough to try this with absolutely no prior computer programming experience (aka: me) and ran into pip errors and sklearn module not found errors, I wrote a step by step guide to take you through installation of EVERYTHING you need so you can follow Siraj from 4:12 in the video and on.  Unfortunately it's only for Mac users.

If you're having these errors, please check out my guide:
http://codeforcurious.com/2018/04/26/zero-to-hero-how-to-install-python-and-run-your-first-script-in-command-line-mac-os-x/",0,false,0,,,,,,
Ugxxevxy8gnIJ3blOXx4AaABAg,Samyak Jhaveri,1 month ago,1525166165118,"@SirajRaval, please help me with integrating the Sublime Text Editor with Python 3.6.5 Windows 64-bit.
I save the python code in the text editor but am unable to open the Python file using Command Prompt",0,false,0,,,,,,
UgxDHgu4t5eHF9bmnkV4AaABAg,Andreja Grujic,1 month ago,1525166165127,What about vim and YouCompleteMe?,0,false,0,,,,,,
Ugw_UAtH95rY_w3KLL14AaABAg,Saisree GR,1 month ago,1525166165131,Please do help.Ok am an absolute beginner.I get output as female for tree model and male for svm model and logistic regression(for same data in the video)What is the mistake?,0,true,1,,,,,,
,,,,,,,,Ugw_UAtH95rY_w3KLL14AaABAg.8fSU-SEaAYy8gpoU14HLVS,Chinmay Swami,2 days ago,1527671765949,Run it multiple times you will get male as well.,0
UgybLeFjt2Aia7djkhF4AaABAg,supertacticalbacon,1 month ago,1525166165143,I need what he's having!,0,false,0,,,,,,
Ugx1iKtLkUOoCrU7TE14AaABAg,JavaScript Evangelist,1 month ago,1525166165152,pip command is not working for me. But pip3 is available,0,false,0,,,,,,
UgzBkDJ16hJ27Sx0tnl4AaABAg,Keith Collins,1 month ago,1525166165163,Just one observation.  Use PyCharm!!!,0,false,0,,,,,,
Ugy9i9K-MJA-JI8wYOR4AaABAg,etearl,1 month ago,1525166165173,I need help. I downloaded python 3.6  and sublime text 3 but I cant run the code that I made in sublime text on python.,0,false,0,,,,,,
UgyA2Wfv2jnSpLJWNN14AaABAg,MKXLII,1 month ago,1525166165180,"I am getting this error trying to install Scikit Learn: 

    Collecting scikit-learn Could not fetch URL https://pypi.python.org/simple/scikit-learn/: There was a problem confirming the ssl certificate: [SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:590) - skipping

    Could not find a version that satisfies the requirement scikit-learn (from versions: ) No matching distribution found for scikit-learn

Anyone help me figure this out? I cannot install scikit leearn becasue of this.",0,false,0,,,,,,
UgzOcVqlWXcQbbqCcGl4AaABAg,Ceelvain,1 month ago,1525166165198,And vim? What about vim?,0,false,0,,,,,,
UgzkKuGFAIicsHke0fR4AaABAg,Trieu Anh Nguyen,1 month ago,1525166165209,legend :D,0,false,0,,,,,,
UgwzqXGziygLajTxc7V4AaABAg,Jalees Hassan,1 month ago,1525166165221,i wish all the teachers in my college were as cool and smart as you,0,false,0,,,,,,
UgwkON0CRTbEcqTKwcp4AaABAg,Of Knights And Bishops,1 month ago,1525166165232,wow i think i should learn python then i come here,0,false,0,,,,,,
UgytzyAXIu3-917bYlZ4AaABAg,Abdalla Omar,1 month ago,1525166165244,Wonderful,0,false,0,,,,,,
UgyQLbzIbBiJnQnXq_l4AaABAg,tyler francis a,1 month ago,1525166165253,all these libraries are defuncted no?,0,false,0,,,,,,
UgyyJNVUaAJR2gUf5cp4AaABAg,Renuka Pabbi,1 month ago,1525166165258,You are hilarious.. Yet full of knowledge,0,false,0,,,,,,
UgygweQVWX16U9o6wPt4AaABAg,sid,1 month ago,1525166165268,Ur overacting is distraction !!,0,false,0,,,,,,
Ugy_WaDo4X1xHBp3d194AaABAg,Suharsh Tyagi,1 month ago,1525166167023,Please do a video on transferring previously built keras models to the newly released tensorflow.js environment. Thank you,0,false,0,,,,,,
UgwqrANu1-Vh6if2OwR4AaABAg,Maitrayan Ghosh Roy,1 month ago,1525166167027,Sir pls make Playlist on making AI for Binary Option,0,false,0,,,,,,
UgyYaYl_WmFnE-XRSsZ4AaABAg,Ailton Mendes Duarte,1 month ago,1525166167036,And atom?,0,false,0,,,,,,
